zeta,omega_ratio,solution_1,solution_2,power,test_FLAG
0.03,0.38,-2.5529635064155e-11,1.00002225144544,-0.13618018701347,false
0.03,0.39,1.40016204341353e-11,1.00002225140591,-0.178616983947729,false
0.03,0.4,2.11537906005816e-11,1.00002225139876,-0.22431546736136,false
0.03,0.41,1.09725969454806,-0.0972591458535667,-0.153632642600606,false
0.03,0.42,1.13290420350933,-0.263334702691305,-0.118315104697787,false
0.03,0.43,1.13669646319428,-0.256360689587618,-0.113717471307848,false
0.03,0.44,1.13999328676709,-0.249774989421322,-0.109188645349372,false
0.03,0.45,1.14283216345202,-0.243567551758362,-0.104761361372319,false
0.03,0.46,1.14525922033141,-0.237722978921349,-0.100457154590005,false
0.03,0.47,1.14731097587994,-0.23223150304824,-0.0962937406895357,false
0.03,0.48,1.1490321772232,-0.227073878603459,-0.0922888840826874,false
0.03,0.49,1.15045212392516,-0.222237951772934,-0.0884482137519293,false
0.03,0.5,1.15161118552388,-0.217702955602908,-0.0847801509970425,false
0.03,0.51,1.15253914879029,-0.213457800992177,-0.0812859383875429,false
0.03,0.52,1.15326647765722,-0.209475783664957,-0.077963617208419,false
0.03,0.53,1.1538177545848,-0.205746425727503,-0.0748093393429244,false
0.03,0.54,1.15421710066118,-0.202248998728365,-0.0718165642117564,false
0.03,0.55,1.15448549209787,-0.198967005943377,-0.0689816631221968,false
0.03,0.56,1.15464150014109,-0.195887933689447,-0.0662968374415063,false
0.03,0.57,1.1547017741403,-0.192996465623841,-0.0637543106625329,false
0.03,0.58,1.15467725035849,-0.190275497990645,-0.0613451227298861,false
0.03,0.59,1.15458437477379,-0.187715082375413,-0.0590644098906685,false
0.03,0.6,1.15443076977822,-0.185301829235068,-0.0569010708839179,false
0.03,0.61,1.15382517663711,-0.179703865485294,-0.0570128435371685,false
0.03,0.62,1.15206896453417,-0.170670327555288,-0.0596116556676633,false
0.03,0.63,1.14945958278906,-0.162138107504512,-0.0621352257408368,false
0.03,0.64,1.1460650257,-0.154066335984809,-0.0645706355611601,false
0.03,0.65,1.1419427072933,-0.146416128872393,-0.0669012695681417,false
0.03,0.66,1.13714170928066,-0.139153012169937,-0.0691116098225622,false
0.03,0.67,1.1317023084645,-0.132244641385754,-0.0711852386142334,false
0.03,0.68,1.1256572651044,-0.125661905540855,-0.0731038850201099,false
0.03,0.69,1.11942089868627,-0.119420788318753,-0.0749027529790707,false
0.03,0.7,1.11354434176939,-0.113544115169324,-0.0766367814826046,false
0.03,0.71,1.10799222820779,-0.107991891792335,-0.0782870978226091,false
0.03,0.72,1.10273073791139,-0.10273029742879,-0.07983783508928,false
0.03,0.73,1.09772708086322,-0.097726541413165,-0.0812640766605815,false
0.03,0.74,1.09295568580537,-0.0929550519817828,-0.0825497290417035,false
0.03,0.75,1.08839129089705,-0.0883905667941875,-0.0836701004587326,false
0.03,0.76,1.08401281090382,-0.084012000198904,-0.0846041127436588,false
0.03,0.77,1.07980156556553,-0.0798006715662901,-0.085330147939287,false
0.03,0.78,1.07574207780587,-0.0757411035139229,-0.0858302559677521,false
0.03,0.79,1.07181866528954,-0.0718176133963287,-0.0860793661107012,false
0.03,0.8,1.06801971782037,-0.0680185907876825,-0.0860611283507747,false
0.03,0.81,1.06433396716893,-0.0643327672356959,-0.0857554387984176,false
0.03,0.82,1.06075151082645,-0.0607502400357317,-0.0851431466570925,false
0.03,0.83,1.05726443406321,-0.0572630943015189,-0.0842086932325497,false
0.03,0.84,1.05386481991163,-0.0538634129088868,-0.0829334554480421,false
0.03,0.85,1.0505448285483,-0.0505433558793658,-0.0812998641568073,false
0.03,0.86,1.04730040561757,-0.0472988687771184,-0.0792961515202626,false
0.03,0.87,1.01923707541427,-0.0192349835085481,-0.0766487754690659,false
0.03,0.88,1.01369667300828,-0.0136944715188055,-0.0718106312609981,false
0.03,0.89,1.01032456109541,-0.0103222929088607,-0.0664680682167148,false
0.03,0.9,1.0078581761942,-0.00785585922496583,-0.06070737961862,false
0.03,0.91,1.00575392911323,-0.0057515705240385,-0.0545672027057,false
0.03,0.92,1.00394751809896,-0.00394512378072403,-0.0480707029608231,false
0.03,0.93,1.00238985585048,-0.0023874307232015,-0.0412334692375603,false
0.03,0.94,1.00113914227732,-0.00113669241215452,-0.0340643919550533,false
0.03,0.95,1.00001203108981,-9.55893148212875e-06,-0.0265709902362086,false
0.03,0.96,0.998994803930358,0.00100768834772874,-0.0187577215045933,false
0.03,0.97,0.998075704618939,0.00192680583803451,-0.0106277876998628,false
0.03,0.98,0.99724464442665,0.00275788246788303,-0.00218336552721172,false
0.03,0.99,0.997463238793442,0.0025392837768164,-5.46537306267291e-21,true
0.03,1,0.99998097387706,2.14988955486659e-05,-8.42660704064123e-20,true
0.04,0.01,0.999905837879322,9.66363794032168e-05,-0.00499550483347037,false
0.04,0.02,1.00000601392642,-3.5416490774355e-06,-0.00998001238928165,false
0.04,0.03,1.0001066213316,-0.000104151044179334,-0.0149505213860857,false
0.04,0.04,1.00020783708138,-0.000205368795907888,-0.0199040208472065,false
0.04,0.05,1.0003098509156,-0.000307384647859867,-0.024837489922466,false
0.04,0.06,1.00120738752137,-0.0012049390060244,-0.0297478115133492,false
0.04,0.07,1.00131420054175,-0.00131175413906264,-0.0346318770998223,false
0.04,0.08,1.00142277275806,-0.00142032850282698,-0.0394866698110434,false
0.04,0.09,1.00153332521814,-0.00153088314952319,-0.0443091045358084,false
0.04,0.1,1.00245231057545,-0.00244988668346769,-0.0490959635258052,false
0.04,0.11,1.00257166004305,-0.00256923851168436,-0.0538437034486947,false
0.04,0.12,1.00269417464072,-0.00269175553257364,-0.058549541007779,false
0.04,0.13,1.00363918265273,-0.00363678223592529,-0.0632097466220636,false
0.04,0.14,1.00377431201149,-0.00377191426740498,-0.0678210536015436,false
0.04,0.15,1.00474383830583,-0.00474145973803232,-0.0723799050197245,false
0.04,0.16,1.0048949037429,-0.0048925281630259,-0.0768828067009557,false
0.04,0.17,1.00589467930323,-0.00589232349794627,-0.0813256062465182,false
0.04,0.18,1.00691576041655,-0.00691342480724867,-0.085705035655033,false
0.04,0.19,1.00710222361342,-0.00709989169218237,-0.0900168099878011,false
0.04,0.2,1.00816463174699,-0.00816232083914041,-0.0942562166723155,false
0.04,0.21,1.00925579859437,-0.00925350926873982,-0.0984193369764647,false
0.04,0.22,1.01037900260993,-0.0103767355001744,-0.102501389159252,false
0.04,0.23,1.01153785940563,-0.011535615216935,-0.106497315975308,false
0.04,0.24,1.01273639259608,-0.0127341721132036,-0.110401749467026,false
0.04,0.25,1.01397907124437,-0.0139768753404571,-0.114208969351871,false
0.04,0.26,1.07691791458997e-11,1.00002225141521,-0.130320142529366,false
0.04,0.27,-1.93468982133183e-11,1.00002225141021,-0.115487980177342,false
0.04,0.28,-6.36676136454001e-11,1.00002225138799,-0.098605839911497,false
0.04,0.29,6.28373559234434e-12,1.00002225142306,-0.0797203789455567,false
0.04,0.3,-2.63480286423879e-11,1.0000222514067,-0.0590356726305074,false
0.04,0.31,2.79156380720426e-11,1.00002225139199,-0.0371209761490357,false
0.04,0.32,-1.37761987037438e-11,1.000022251413,-0.0158158544411397,false
0.04,0.33,-2.30141608941097e-11,1.00002225140837,-0.00121863095694894,false
0.04,0.34,4.78924177799812e-11,1.00002225137202,-0.0048203460795327,false
0.04,0.35,8.4621026138246e-12,1.00002225141145,-0.025475294054703,false
0.04,0.36,7.34525535361679e-11,1.00002225134646,-0.0545927613799204,false
0.04,0.37,8.06592686071508e-11,1.00002225146035,-0.0886411327011587,false
0.04,0.38,-3.95571760671856e-12,1.00002225141793,-0.126525126638114,false
0.04,0.39,4.64189788160108e-11,1.00002225178018,-0.167895919226342,false
0.04,0.4,7.62019309878012e-11,1.00002225134371,-0.212619170880471,false
0.04,0.41,1.12986128877125,-0.268559823537391,-0.120405062822962,false
0.04,0.42,1.13401768374817,-0.261345384454123,-0.115901960825042,false
0.04,0.43,1.13764371250679,-0.254524991045494,-0.111444692025818,false
0.04,0.44,1.14079151400962,-0.248088033195044,-0.107063053337091,false
0.04,0.45,1.14349645582621,-0.242023834996627,-0.102781288523103,false
0.04,0.46,1.14580735501049,-0.236316299291283,-0.0986221072544485,false
0.04,0.47,1.14775740061823,-0.230949573560985,-0.0945995531948305,false
0.04,0.48,1.14938965235352,-0.225911054521815,-0.0907269859818962,false
0.04,0.49,1.15073846791651,-0.221183436771333,-0.087016321347123,false
0.04,0.5,1.15183379948865,-0.21674904408273,-0.0834663051083592,false
0.04,0.51,1.152709620108,-0.212589910809257,-0.0800809602657961,false
0.04,0.52,1.15339287657734,-0.208690103562551,-0.0768592827331687,false
0.04,0.53,1.15390821415237,-0.205034298996658,-0.0737968215817739,false
0.04,0.54,1.15427868975725,-0.201600946881824,-0.0708901574924009,false
0.04,0.55,1.15452383915747,-0.198378664316017,-0.0681320545177694,false
0.04,0.56,1.15465911734365,-0.195351752511062,-0.0655155982663783,false
0.04,0.57,1.1547019657888,-0.192504238521766,-0.063033385214818,false
0.04,0.58,1.1546670092365,-0.1898269276468,-0.0606845893429072,false
0.04,0.59,1.15456214674695,-0.187303181542836,-0.0584538446511912,false
0.04,0.6,1.15440210743889,-0.184924984474645,-0.0563383800886913,false
0.04,0.61,1.15419148121683,-0.182681672556677,-0.0543319275532676,false
0.04,0.62,1.15328778158211,-0.176346501745918,-0.055146517298147,false
0.04,0.63,1.15124958296248,-0.16763090930742,-0.0577377448947619,false
0.04,0.64,1.14840744161477,-0.159385999940615,-0.0602517894293518,false
0.04,0.65,1.14482216809449,-0.151573199661838,-0.0626793820522844,false
0.04,0.66,1.14054611493594,-0.144157856138713,-0.0650007430244838,false
0.04,0.67,1.13562335770063,-0.137107749011529,-0.0671990921367299,false
0.04,0.68,1.1300901925344,-0.130393066459454,-0.0692569601201112,false
0.04,0.69,1.12398760072928,-0.123987580686675,-0.071157076267346,false
